url,domain,title,text,outlinks
"http://ec.europa.eu/programmes/horizon2020/en/newsroom/573/463",,"European Commission",,
"http://ec.europa.eu/programmes/horizon2020/en/newsroom/599/463",,"European Commission",,
"http://ec.europa.eu/programmes/horizon2020/en/newsroom/547/469",,"European Commission",,
"http://ec.europa.eu/programmes/horizon2020/en/newsroom/573/469",,"European Commission",,
"http://ec.europa.eu/programmes/horizon2020/en/newsroom/599/469",,"European Commission",,
"http://ec.europa.eu/programmes/horizon2020/en/news/working-together-longer-healthier-lives-european-innovation-partnership-active-and-healthy",,"the European Innovation Partnership on Active and Healthy Ageing",,
"http://ec.europa.eu/programmes/horizon2020/en/newsroom/599/470",,"European Commission",,
"http://ec.europa.eu/programmes/horizon2020/en/news/pleased-project-monitoring-environment-talking-plants",,"PLEASED project: Monitoring the environment with talking plants",,
"http://ec.europa.eu/programmes/horizon2020/en/newsroom/547/470",,"European Commission",,
"http://ec.europa.eu/programmes/horizon2020/en/newsroom/573/457",,"European Commission",,
"http://ec.europa.eu/programmes/horizon2020/en/newsroom/599/478",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/katainen_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/bienkowska_hu",,"Elżbieta Bieńkowska",,
"http://ec.europa.eu/commission/2014-2019/vella_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019_fr",,"Commission européenne",,
"http://ec.europa.eu/commission/2014-2019_da",,"Europa-Kommissionen",,
"http://ec.europa.eu/commission/2014-2019_de",,"Europäische Kommission",,
"http://ec.europa.eu/commission/2014-2019/ansip_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/avramopulosz_hu",,"Dimitris Avramopoulos",,
"http://ec.europa.eu/commission/2014-2019/sefcovic_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/hogan_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/moscovici_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/navracsics_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/jourova_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/mogherini_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/timmermans_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/sztilianidesz_hu",,"Christos Stylianides",,
"http://ec.europa.eu/commission/node/74/president_hu",,"Jean-Claude Juncker",,
"http://ec.europa.eu/commission/2014-2019/cretu_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/oettinger_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/hill_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/andriukaitis_hu",,"Vytenis Andriukaitis",,
"http://ec.europa.eu/commission/2014-2019/dombrovskis_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/vestager_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/mimica_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/arias-canete_hu",,"Miguel Arias Cañete",,
"http://ec.europa.eu/commission/2014-2019/thyssen_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/hahn_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/malmstrom_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/moedas_hu",,"European Commission",,
"http://ec.europa.eu/commission/2014-2019/bulc_hu",,"European Commission",,
"http://ec.europa.eu/geninfo/query/index.do",,"Search - European Commission",,
"http://ec.europa.eu/dgs/communication/services/journalist/index_en.htm",,"Services for the press",,
"http://ec.europa.eu/atoz_lt.htm",,"Europos Komisija - Nuo A iki Z",,
"http://ec.europa.eu/about_lt.htm",,"Europos Komisija. Apie svetainÄ - Europos Komisija",,
"http://ec.europa.eu/archives/index_mt.htm",,"Arkivji - European Commission",,
"http://ec.europa.eu/sitemap/index_es.htm",,"Mapa del sitio - Comisión Europea",,
"http://ec.europa.eu/atoz_fr.htm",,"La Commission EuropÃ©enne",,
"http://ec.europa.eu/cookies/index_fr.htm",,"Commission européenne",,
"http://ec.europa.eu/geninfo/legal_notices_fr.htm",,"Commission européenne",,
"http://ec.europa.eu/archives/index_fr.htm",,"Archives - European Commission",,
"http://ec.europa.eu/health/programme/funding_schemes/index_fr.htm",,"Quels sont les mécanismes de financement?",,
"http://ec.europa.eu/contact/index_pt.htm",,"Comissão Europeia",,
"https://ecas.ec.europa.eu/cas/login;ECAS_SESSIONID=sQLsrGrIWhATP7qvPBuYtVm9dubyqhs4QiWjZv8-9iWgIzaaZ2Y_MQ5QfEziI0Gw8Gu!-1500138572",,"Where are you from?",,
"https://ecas.ec.europa.eu/cas/privacyStatement.html;ECAS_SESSIONID=sQLsrGrIWhATP7qvPBuYtVm9dubyqhs4QiWjZv8-9iWgIzaaZ2Y_MQ5QfEziI0Gw8Gu!-1500138572",,"IAM Privacy Statement",,
"https://ecas.ec.europa.eu/cas/wayfHelp.html;ECAS_SESSIONID=sQLsrGrIWhATP7qvPBuYtVm9dubyqhs4QiWjZv8-9iWgIzaaZ2Y_MQ5QfEziI0Gw8Gu!-1500138572",,"Help",,
"http://ec.europa.eu/research/bioeconomy/news-events/news/20141121_1_en.htm",,"Follow on-line the Info day Horizon 2020 Societal Challenge 2 calls for proposals 2015",,
"http://ec.europa.eu/research/bioeconomy/news-events/news/20141121_en.htm",,"Now online the presentations of the info day Horizon 2020 calls for proposals 2015",,
"http://ec.europa.eu/programmes/horizon2020/en/news/graphene-energy-sector-–-researchers-and-industrialists-talk-business-energy-applications",,"Graphene in the energy sector – researchers and industrialists talk business: Energy Applications workshop",,
"http://graphene-flagship.eu/",,"Graphene Flagship",,
"http://graphene-flagship.eu",,"Graphene Flagship",,
"http://cordis.europa.eu/project/rcn/104299_en.html",,"European Commission : CORDIS : Projects and Results : Sustainable Production of Functional and Safe Feed from Food Waste",,
"http://cordis.europa.eu/project/rcn/98809_en.html",,"European Commission : CORDIS : Projects and Results : Assessment of Climate Change Mitigation Pathways and Evaluation of the Robustness of Mitigation Cost Estimates",,
"http://ec.europa.eu/eusurvey/runner/FETnewsletterFEEDBACK2014",,"EUSurvey",,
"http://ec.europa.eu/information_society/newsroom/cf/dae/subscription-quick-generic-form-fullpage.cfm",,"Digital Agenda for Europe",,
"http://ec.europa.eu/research/index.cfm",,"Research & Innovation",,
"http://ec.europa.eu/programmes/horizon2020/en/news/vigi%E2%80%99fall-received-gold-medal-paris-international-concours-l%C3%A9pine",,"Vigi’Fall received Gold Medal at the Paris international Concours Lépine",,
"http://ec.europa.eu/programmes/horizon2020/en/newsroom/550/467",,"European Commission",,
"http://ec.europa.eu/programmes/horizon2020/en/newsroom/547/467",,"European Commission",,
"http://ec.europa.eu/programmes/horizon2020/en/news/call-papers-special-issue-new-frontiers-service-robotics-active-and-healthy-ageing",,"Call for papers: Special Issue on New Frontiers of Service Robotics for Active and Healthy Ageing",,
"http://ec.europa.eu/programmes/horizon2020/en/news/eu-industry-partnerships-take",,"EU-industry partnerships take off",,
"http://ec.europa.eu/programmes/horizon2020/en/newsroom/546/467",,"European Commission",,
"http://ec.europa.eu/programmes/horizon2020/en/newsroom/548/467",,"European Commission",,
"http://ec.europa.eu/programmes/horizon2020/en/newsroom/551/467",,"European Commission",,
"http://ec.europa.eu/programmes/horizon2020/en/news/imi2-2nd-call-proposals-imi2-ebola-and-other-filoviral-haemorrhagic-fevers-programme",,"IMI2 2nd Call for proposals: IMI2 Ebola and other filoviral haemorrhagic fevers programme",,
